node,ClusteringCoefficient
3984,0.04285714285714286
1726,0.03132716049382716
5388,0.01838316722037652
3575,0.03955696202531646
1285,0.06641184902054467
1015,0.03149627996693304
5792,0.1527777777777778
2661,0.11384615384615385
3096,0.07040998217468805
210,0.0706729356450191
3780,0.08431251288394145
1939,0.021422955974842766
5188,0.09319620253164557
1440,0.043222371344964906
6121,0.035235876528829355
421,0.036980749746707196
4840,0.05
2897,0.0761904761904762
3904,0.04858737753474596
2061,0.18333333333333332
219,0.03470380194518125
4960,0.04383320059164865
6126,0.08902691511387163
5266,0.11899164054336468
1548,0.03178981937602627
5679,0.031156117269242722
1147,0.05323653962492438
3714,0.09
5310,0.015540678905271273
5708,0.06541822721598002
4004,0.0718660167479065
1150,0.08743169398907104
4565,0.029923507864684337
4211,0.03065996272986182
5096,0.20833333333333334
4296,0.0665266106442577
3861,0.072452636968766
165,0.10989010989010989
4110,0.08754385964912281
1261,0.010127805274933894
2496,0.09789596727060199
3390,0.07567104511707595
5320,0.15268817204301074
539,0.024642465681924942
940,0.03333333333333333
4998,0.0291005291005291
1121,0.0991140642303433
3172,0.19230769230769232
516,0.07033315705975675
4117,0.06896551724137931
730,0.125
2614,0.04378792363474915
931,0.11771929824561403
1314,0.08505154639175258
5121,0.11538461538461539
2259,0.11754807692307692
4586,0.01424460886612281
3746,0.09540229885057472
3931,0.02927104491085534
6474,0.09844255069056715
6164,0.052515090543259556
5095,0.00926341210971192
1183,0.07479128742702906
1990,0.0756578947368421
4692,0.052061495457721874
4354,0.046708683473389356
761,0.07570876288659793
6291,0.10666666666666667
959,0.08291347207009858
5535,0.07754010695187166
5014,0.12767238783498946
4227,0.15714285714285714
4895,0.07196969696969698
5440,0.0512063991607658
3351,0.07289002557544758
6405,0.14349376114081996
2319,0.09614035087719298
3164,0.06140350877192982
874,0.11148977604673807
4334,0.06060606060606061
571,0.0222473604826546
2323,0.10097833682739343
4236,0.07546852205139715
5254,0.08259493670886076
5660,0.11764705882352941
2853,0.11659848042080655
4048,0.07178217821782178
2847,0.1396329365079365
2956,0.026776054814280564
4529,0.0803030303030303
554,0.07022222222222223
580,0.0677361853832442
6326,0.10869565217391304
2965,0.11692307692307692
4827,0.0814028314028314
6354,0.0610974610974611
1449,0.09207317073170732
1227,0.056966618287373004
5034,0.019130729214762828
4292,0.07415674603174603
2972,0.03105728840825811
3634,0.0380952380952381
194,0.08428030303030302
4622,0.07936507936507936
132,0.03756435006435006
2292,0.03919330289193303
1974,0.02457627118644068
3298,0.0462012987012987
5652,0.011880614314691394
1170,0.07240896358543418
5914,0.03339655873187915
6219,0.015384615384615385
2043,0.010793856802941813
5804,0.014673764673764673
6433,0.04283266704740148
5037,0.05909677419354839
1633,0.04
4127,0.05391120507399577
3963,0.04528985507246377
2438,0.01898148148148148
1993,0.12318840579710146
1687,0.04495786108689335
1679,0.040479421076436005
3637,0.07693693693693694
312,0.07608695652173914
12,0.05
1208,0.059113300492610835
2594,0.11858974358974358
3771,0.11505376344086021
440,0
2940,0.044563279857397504
2372,0.15548780487804878
3367,0.11904761904761904
2075,0.08571428571428572
1946,0.10686600221483943
1856,0.14102564102564102
6169,0.10416666666666667
2727,0.3333333333333333
5894,0.05102040816326531
426,0.09327731092436975
3546,0.05405405405405406
13,0.02217741935483871
86,0.05099099099099099
5572,0.033452593917710195
5445,0.03912760193409005
5418,0.04775198354393183
4839,0.05128205128205128
5536,0.03407855922993324
4989,0.11384615384615385
4624,0.0761904761904762
3061,0.027692307692307693
4583,0.040328603435399554
2022,0.05142857142857143
4075,0.07951697425381636
1450,0.06716417910447761
1953,0.08413461538461539
910,0.09470039144835893
4974,0.09340659340659341
4913,0.0876923076923077
869,0.041666666666666664
6279,0.04559748427672956
3148,0.08527131782945736
4978,0.12754535357275082
6440,0.04582693292370712
3449,0.08974358974358974
234,0.02355072463768116
6517,0.03443169196593854
15,0.1
4253,0.028145497912939774
5426,0.034013605442176874
3968,0.07681159420289856
5419,0.1737891737891738
16,0.09982456140350877
3592,0.02751808452134185
592,0.10167464114832536
5519,0.015418502202643172
1825,0.036376907763769076
4405,0.01435705368289638
5005,0.062388591800356503
4248,0.019267022608924923
2049,0.049080841638981174
1934,0.032880055788005576
2639,0.010862262038073908
3992,0.03343276162068108
2055,0.022477143350008624
2720,0.04982456140350877
3701,0.016364671774694552
5190,0.12295081967213115
2788,0.09234972677595628
3769,0.018823529411764704
2532,0.04234724742891712
1652,0.02925531914893617
1358,0.048008948545861296
1553,0.12727272727272726
5055,0.05095238095238095
3004,0.020405522001725625
5873,0.08579234972677596
4342,0.08695652173913043
4434,0.10695187165775401
3239,0.014421027705422685
5103,0.06346153846153846
6269,0.04373183893731839
285,0.024784874560659313
5105,0.07455445544554455
4846,0.037462311557788945
17,0.08823529411764706
2552,0.07176157176157176
112,0.08923076923076922
5988,0.04833333333333333
5260,0.09207317073170732
389,0.06666666666666667
6526,0.15367965367965367
3258,0
3578,0.050189393939393936
1931,0.04073352807530023
2065,0.08874458874458875
5867,0.06890756302521009
4659,0.07631578947368421
18,0.041666666666666664
2692,0.028333333333333332
1108,0.04993252361673414
5680,0.045454545454545456
2653,0.10621942697414395
5807,0.08635703918722787
690,0.0655241935483871
19,0.10909090909090909
4120,0.05627705627705628
2115,0.02586206896551724
4600,0.21052631578947367
214,0.055794606999426274
1707,0.06116642958748222
1781,0.03594771241830065
153,0
225,0.10818713450292397
21,0.21014492753623187
3868,0.08333333333333333
3276,0.06386066763425254
726,0.029904306220095694
1983,0.04627509540401527
131,0.11807017543859649
22,0.25
1719,0.02763912687178723
1386,0.030379168570123342
2436,0.07861635220125786
1070,0.07692307692307693
6469,0.06349206349206349
4200,0.041666666666666664
6337,0.11268939393939394
204,0.03824241561031192
1705,0.04421768707482993
2230,0.08996212121212122
100,0.035748792270531404
4799,0.017088174982911826
2470,0.04767103347889374
5291,0.06403940886699508
23,0.13732004429678848
695,0.08307692307692308
241,0.1009703645423551
2681,0.19047619047619047
3259,0.01150386115755115
74,0.11242937853107345
3034,0.0797153666006125
2606,0.1044015029522276
2885,0.06977401129943503
2157,0.10915275200989487
2301,0.1378737541528239
4454,0.06994714926329276
5767,0.12367021276595745
5397,0.11217105263157895
1430,0.07975357975357976
2460,0.1301790964982625
3935,0.011602221702028048
4417,0.022792022792022793
6140,0.052925989672977625
2468,0.009159854230276765
3677,0.03763440860215054
4413,0.0846774193548387
2365,0.12308015989901115
5828,0.0317527776091312
1780,0.1730612244897959
24,0.19444444444444445
2584,0.0371652928839682
5217,0.06024774774774775
1156,0.05035252643948296
3588,0.12536528345996492
3170,0.023809523809523808
1837,0.07213930348258707
5161,0
5936,0.1
25,0.12121212121212122
192,0.04242424242424243
420,0.022925283070038646
92,0.023372405027538484
4163,0.016228070175438595
4179,0.014986776373787834
4854,0.07127882599580712
5684,0.013851249623607348
1504,0.16774193548387098
431,0.01433461703038083
818,0.07764739968129798
4009,0.08032915360501568
26,0.16666666666666666
1670,0.03881498963026532
6315,0.16995073891625614
3296,0.044444444444444446
2770,0.03346901854364541
1802,0.08137408568443051
1527,0.03536585365853658
27,0.06190476190476191
6325,0.01551418439716312
2773,0.006557377049180328
4261,0.10673400673400674
892,0.07389162561576355
118,0.06768388106416276
3316,0.05822784810126582
6476,0.006535947712418301
3017,0.06837606837606838
28,0.05555555555555555
5487,0.08131313131313131
3642,0.05268817204301075
6329,0.052795031055900624
1032,0.054706163401815576
4835,0.054817275747508304
1877,0.07142857142857142
3188,0.0800990099009901
5601,0.07881773399014778
205,0
2244,0.14642375168690958
30,0.09615384615384616
2608,0.09836829836829837
1667,0.09803921568627451
2352,0.05795918367346939
4783,0.047619047619047616
3867,0.17777777777777778
3305,0.13584637268847796
3695,0.15416666666666667
1356,0.11593172119487909
1972,0.03130755064456722
3391,0.019568151147098516
590,0.08161616161616161
2682,0.09737098344693282
5677,0.04675273865414711
1000,0.11074197120708748
3927,0.03425771088814567
3679,0.0298783712321523
5230,0.051565480866344965
1824,0.01689546264736233
3385,0.06445993031358885
2096,0.07730207271491675
5062,0.12301587301587301
6423,0.04285714285714286
2984,0.11440677966101695
4457,0.068577648766328
2102,0.047038327526132406
4034,0.01445966514459665
4584,0.08288288288288288
2414,0.08441558441558442
3761,0.08528481012658228
3536,0.11740890688259109
2404,0.06652693681105419
169,0.07882352941176471
668,0.03571428571428571
871,0.036587301587301585
988,0.027828191167574106
4333,0.04528985507246377
1058,0.0199468085106383
6197,0.042283298097251586
744,0.260233918128655
1446,0.05014025245441795
528,0.1893939393939394
964,0.03753702437912964
4697,0.009189189189189189
6538,0.06374223602484472
2234,0.0383442265795207
4737,0.036585365853658534
760,0.07564935064935065
1610,0.037065779748706576
4896,0.07222222222222222
2495,0.11464646464646465
3013,0.06991358994501179
2917,0.045133437990580845
5414,0.0940923317683881
32,0.16666666666666666
1665,0.0856174476864132
1724,0.09736842105263158
3365,0.0885509838998211
2475,0
33,0.11699507389162561
4064,0.014671634839310665
1242,0.13233665559246954
591,0.05263157894736842
3427,0.13177339901477833
411,0.07411764705882352
3680,0.07892107892107893
1334,0.1346153846153846
2149,0.11333333333333333
3792,0.10145576707726764
1660,0.21904761904761905
4363,0.04787506400409626
3986,0.075
763,0.04667721518987342
5042,0.10810810810810811
369,0.061086893344957864
34,0.014285714285714285
3888,0.016666666666666666
5252,0.056429232192414434
5407,0.030952380952380953
5314,0.10168067226890756
1915,0.07692307692307693
5206,0.008918936075668127
4506,0.05736409608091024
4458,0.13978494623655913
5009,0.10304878048780487
865,0.05467450700879069
3877,0.06666666666666667
2181,0.1407843137254902
779,0.06944444444444445
1748,0.045527339281628915
35,0.20476190476190476
1538,0.05423280423280423
3292,0.022792022792022793
3941,0.12903225806451613
4346,0.025101763907734057
36,0.15555555555555556
4685,0.043697478991596636
441,0.11538461538461539
5430,0.15497076023391812
5893,0.03873423000729851
37,0
2098,0.05238095238095238
1233,0.019095658439920737
38,0.0311998197030735
4440,0.05835035750766088
4063,0.18128654970760233
4505,0.0955837870538415
5272,0.12051282051282051
5274,0.10106382978723404
394,0.1657754010695187
3277,0.12393162393162394
805,0.06738366988586479
2871,0.06567992599444958
401,0.18705547652916074
5281,0.11578471279963817
2455,0.15263157894736842
406,0.1984352773826458
4825,0.0967741935483871
193,0.05303030303030303
3287,0.20909090909090908
2466,0.12903225806451613
820,0.05034965034965035
5691,0.08644067796610169
1245,0.12287414965986394
2638,0.21212121212121213
5859,0.1
2297,0.29653679653679654
2062,0.1858974358974359
2898,0.021952692353010488
4097,0.08957708957708958
4845,0.43333333333333335
6128,0.08169934640522876
4972,0.2536764705882353
3308,0.1123076923076923
2071,0.22597597597597596
6136,0.15897435897435896
1252,0.13608156028368795
5315,0.06798245614035088
3722,0.09905020352781546
4483,0.09979494190020506
128,0.24545454545454545
1690,0.07104377104377105
846,0.07811921510551648
41,0.07145061728395062
4488,0.07681940700808626
4114,0.13310533515731873
2769,0.10683760683760683
5613,0.11352040816326531
5728,0.14102564102564102
2503,0.07909604519774012
5326,0.11895161290322581
351,0.12796312554872696
53,0.23666666666666666
5236,0.09833333333333333
1282,0.09635854341736695
2097,0.06043956043956044
2512,0.13399778516057587
4126,0.06190476190476191
4977,0.13728813559322034
6106,0.11255411255411256
1244,0.13624338624338625
460,0.1966966966966967
5342,0.14789915966386555
5343,0.05934103846817319
1695,0.3148148148148148
5353,0.13499245852187028
4331,0.08125854993160055
5351,0.16767676767676767
2114,0.20161290322580644
1303,0.1606060606060606
2116,0.06504898610161768
2952,0.0924075924075924
4905,0.09200296186597556
1699,0.06547874624302276
6224,0.13714285714285715
2011,0.23636363636363636
5478,0.15954415954415954
4146,0.11279953243717125
2538,0.1254355400696864
3990,0.10062056737588652
2124,0.058116647674298146
5758,0.13186813186813187
262,0.18487394957983194
2321,0
486,0.13608870967741934
1372,0.24615384615384617
1325,0.11031746031746031
896,0.21568627450980393
6185,0.08888888888888889
898,0.045016561276723877
5137,0.10324675324675325
3781,0.14086021505376345
5489,0.11673414304993253
4928,0.16666666666666666
4930,0.17543859649122806
6215,0.12380952380952381
4689,0.10046457607433217
4546,0.18831168831168832
5417,0.12845849802371542
5381,0.1468599033816425
3617,0.34045584045584043
2330,0.2118279569892473
1725,0.16544117647058823
4945,0.11394557823129252
731,0.12450592885375494
6229,0.1192156862745098
1341,0.07054560954816709
1342,0.02694971394158386
1343,0.10513608428446006
2583,0.07620192307692308
2866,0.1068122917437986
4185,0.08928571428571429
4187,0.05241658066735466
3262,0.08364389233954451
6244,0.24074074074074073
1746,0.10740523067881282
3895,0.10964912280701754
1360,0.12012987012987013
5690,0.19047619047619047
4202,0.05005049938278532
2507,0.06351678781585324
2179,0.08329032258064516
5821,0.19686411149825783
535,0.08888888888888889
2123,0.2155049786628734
3010,0.06504898610161768
1756,0.06874717322478517
6258,0.08823529411764706
4981,0.09311224489795919
2605,0.11904761904761904
3097,0.047619047619047616
1761,0.09444444444444444
5322,0.0625
94,0.16374269005847952
5832,0.08488612836438923
5823,0.09903381642512077
2480,0.1539408866995074
1769,0.15505226480836237
2680,0.0696969696969697
2333,0.09615384615384616
5454,0.1268472906403941
3710,0.20307692307692307
5422,0.12121212121212122
2271,0.10858585858585859
3433,0.11466165413533834
5424,0.09477124183006536
2619,0.11192285213325541
2202,0.08235294117647059
2331,0.08974358974358974
5008,0.03991291727140784
4221,0.14731494920174165
1019,0.10793650793650794
1394,0.23076923076923078
2683,0.13676633444075303
5927,0.14193548387096774
258,0.12280701754385964
979,0.08333333333333333
3853,0.19704433497536947
4234,0.13425253991291727
1910,0.07086183310533516
870,0.15806451612903225
5446,0.1921921921921922
4609,0.15151515151515152
2233,0.17193675889328064
1405,0.047127515379001145
2686,0.055130784708249496
2915,0.04090909090909091
6317,0.19230769230769232
3907,0.08258258258258258
5777,0.08597883597883597
4254,0.06612685560053981
6322,0.08878968253968254
1991,0.07762096774193548
3080,0.23717948717948717
5604,0.22486772486772486
588,0.20553359683794467
4623,0.21904761904761905
2246,0.15789473684210525
5466,0.06280487804878049
1419,0.04473684210526316
5468,0.15505050505050505
1421,0.09781420765027322
1422,0.10998650472334683
2665,0.09830611010284332
3878,0.16441441441441443
1822,0.14035087719298245
2253,0.05659095321296836
5057,0.0955837870538415
203,0.04
5356,0.10714285714285714
3475,0.2222222222222222
3093,0.07122736418511066
5481,0.051587301587301584
2263,0.22268907563025211
1832,0.06463414634146342
5296,0.107981220657277
4926,0.16146589259796806
5075,0.16281221091581868
3899,0.09558823529411764
4647,0.08901515151515152
4601,0.11104617182933957
1840,0.09025974025974026
1841,0.14750290360046459
4655,0.09416498993963783
2687,0.17307692307692307
620,0.1346153846153846
5085,0.04873949579831933
2397,0.14939870490286772
1847,0.08811188811188811
277,0.05555555555555555
6360,0.07303639846743296
3910,0.17965367965367965
5495,0.12073170731707317
702,0.12160493827160494
4662,0.031982475355969334
628,0.09053884711779449
3501,0.0517102615694165
231,0.14666666666666667
6060,0.08181818181818182
3506,0.11962833914053426
1524,0.09755102040816327
2704,0.09523809523809523
5558,0.12462462462462462
3917,0.022781416398437674
2285,0.16666666666666666
2707,0.11462450592885376
6431,0.08823529411764706
5108,0.06388526727509779
1464,0.09313055365686945
1055,0.03587516087516088
6139,0.09056122448979592
1863,0.051470588235294115
4793,0.08698474521259332
5517,0.10978835978835978
6488,0.10681239879713163
4406,0.1213768115942029
6386,0.1493993993993994
4317,0.12307692307692308
3116,0.25
4320,0.09235537190082645
1879,0.15615615615615616
6104,0.07610241820768136
5500,0.038191395961369626
2728,0.08739495798319327
3998,0.14153846153846153
1474,0.019051855617691918
1072,0.12759562841530053
5811,0.020499108734402853
4698,0.2692307692307692
259,0.0876923076923077
5955,0.03361344537815126
853,0.33636363636363636
3158,0.06914893617021277
6404,0.15172413793103448
2318,0.11940298507462686
1263,0.031585323641398405
3947,0.1264849755415793
4150,0.0854261796042618
5548,0.09077878643096035
675,0.16009852216748768
4956,0.05555555555555555
1900,0.13
4339,0.1539039039039039
4651,0.1401129943502825
5974,0.07275132275132275
4216,0.09964932787843367
2623,0.12234042553191489
687,0.18055555555555555
5156,0.061204481792717084
3558,0.11234177215189874
4714,0.17700501253132833
2753,0.08275174476570289
3969,0.09881422924901186
4345,0.2757352941176471
1913,0.12773109243697478
3856,0.12600806451612903
2762,0.029854620976116304
3497,0.08525149190110827
2345,0.07542372881355933
1919,0.2916666666666667
255,0.03964059196617336
4489,0.07714285714285714
2360,0.08421052631578947
4727,0.17916666666666667
3983,0.1720647773279352
5586,0.19914651493598862
3573,0.14623655913978495
3727,0.18333333333333332
5182,0.07271944922547333
4361,0.11149825783972125
1935,0.14619883040935672
3515,0.1349527665317139
1940,0.09462365591397849
355,0.020184976877890264
3585,0.12026515151515152
1140,0.2276923076923077
1944,0.04535232383808096
4658,0.10960591133004927
6359,0.21739130434782608
4002,0.1641826923076923
1551,0.09335839598997493
4381,0.11553030303030302
5701,0.1
3219,0.26851851851851855
5612,0.22773109243697479
6190,0.15
3418,0.060939060939060936
1429,0.0841046277665996
4758,0.06428988895382817
3611,0.2264367816091954
1568,0.08694638694638694
3614,0.1542087542087542
4761,0.20170454545454544
1163,0.06685366993922394
5219,0.12772133526850507
6013,0.09142173615857827
197,0.1875
4023,0.09699453551912568
4024,0.10549019607843137
5629,0.12987012987012986
5631,0.09615384615384616
4400,0.06753609687936656
6498,0.1168091168091168
3626,0.0375462718138551
5229,0.047619047619047616
3236,0.14146341463414633
358,0.1621212121212121
5250,0.1340560549973559
4784,0.08974358974358974
4032,0.1519230769230769
2409,0.06735588972431078
1998,0.10175763182238667
6520,0.06017543859649123
2418,0.05715600023000403
5861,0.10336134453781512
4420,0.10866526904262754
770,0.24583333333333332
3948,0.04011693434770358
2422,0.10833333333333334
3747,0.11315789473684211
2424,0.0989010989010989
6070,0.08362369337979095
5590,0.10056390977443609
6415,0.21428571428571427
6265,0.2571428571428571
2015,0.09061224489795919
4778,0.13076923076923078
5670,0.1116642958748222
6542,0.07563123899001761
2026,0.05411655874190564
39,0
292,0.08505747126436781
40,0.1774891774891775
2442,0.05875706214689266
6208,0.016304347826086956
2993,0.03199147525455837
3461,0.12344322344322345
4410,0.02611581217852995
640,0.11402439024390244
4818,0.09956709956709957
2703,0.08110516934046345
3330,0.13386524822695037
6276,0.015820062156515022
705,0.052059925093632956
1625,0.0996488147497805
5232,0.03782051282051282
3749,0.12580645161290321
2570,0.030867792661619105
4640,0.067679040119985
1681,0.15760869565217392
1638,0.25
2990,0.026799156880457694
923,0.024684102262709375
480,0.14705882352941177
519,0.05716878402903811
281,0.03277310924369748
1079,0.038549400342661334
2647,0.03176940879444561
718,0.08333333333333333
2649,0.03634085213032581
5479,0.07651991614255765
5915,0.027425742574257426
4168,0.12727272727272726
2912,0.07512315270935961
2079,0.06904761904761905
418,0.08228625413320736
42,0.07142857142857142
3672,0.06060606060606061
1142,0.23809523809523808
43,0
5199,0.030329747839887147
44,0.25
2048,0.1347806422433288
5107,0.13499658236500342
5387,0.14807692307692308
2393,0.05258467023172905
4,0.09523809523809523
5549,0.07916666666666666
3157,0.048994670542635656
4957,0.03694581280788178
4544,0.028144458281444584
171,0.09032258064516129
5077,0.14532019704433496
5744,0.03759398496240601
4497,0.0625
3458,0.053156146179401995
76,0.041666666666666664
2355,0.0465587044534413
4820,0.023737373737373738
3122,0.1163157894736842
1384,0.0456989247311828
2763,0.12810283687943264
3457,0.0889894419306184
46,0.08008658008658008
3846,0.013333333333333334
167,0.028962472406181015
4769,0.05060728744939271
524,0.052845528455284556
104,0.08571428571428572
6153,0
157,0.19047619047619047
5408,0.051710929519918285
4595,0.0701219512195122
920,0.036231884057971016
5243,0.07108081791626096
47,0.14673913043478262
1005,0.06330876330876331
3620,0.1132404181184669
6124,0.0603464686845612
6154,0.04100489461592249
6501,0.013809553700332685
915,0.0641025641025641
549,0.08876811594202899
4979,0.023904052936311
48,0.07352941176470588
5244,0.15698924731182795
5020,0
4019,0.048412698412698414
472,0.015793682526989206
49,0.11507936507936507
4893,0.06262626262626263
1513,0.05287128712871287
2205,0.08290816326530612
3489,0.08645276292335116
1043,0.11397058823529412
1771,0.05733082706766917
1047,0.1244218316373728
1226,0.16145092460881935
3882,0.16363636363636364
706,0.16666666666666666
3632,0.0507399577167019
283,0.11333333333333333
3477,0.1865079365079365
5712,0.08476609356257497
3286,0.04217559244179977
363,0.09171075837742504
1211,0.07585585585585586
134,0.06963645673323093
5041,0.08028169014084507
321,0.1067193675889328
4017,0.16135265700483092
2085,0.047619047619047616
4136,0.11904761904761904
5142,0.17307692307692307
1596,0.033846153846153845
272,0.11061224489795918
3320,0.08088235294117647
544,0.07720588235294118
5610,0.056108597285067875
889,0.07067603160667252
2009,0.04365079365079365
4571,0.10828796128251664
52,0.12745098039215685
6178,0.06527093596059114
2864,0.02594059405940594
2130,0.04133064516129032
1741,0
5362,0.1368421052631579
5330,0.020289855072463767
1675,0.09675324675324676
3100,0.0746031746031746
4460,0.17857142857142858
54,0.17058823529411765
891,0.26814516129032256
3539,0.11981566820276497
4349,0.07713643178410795
3327,0.008547008547008548
6241,0.22727272727272727
3564,0.17077922077922078
4829,0.09323671497584542
4160,0.15384615384615385
4969,0.16666666666666666
357,0.08088235294117647
3186,0.0877939529675252
3665,0.05467571644042232
409,0.16666666666666666
6419,0.19289617486338798
6055,0.1671099290780142
1668,0.1384142173615858
2725,0.20666666666666667
3319,0.03333333333333333
5706,0.11904761904761904
55,0.14210526315789473
734,0.048295454545454544
602,0.052307692307692305
886,0.16666666666666666
1078,0.14935897435897436
465,0.012307692307692308
2193,0.08235294117647059
4197,0.011111111111111112
56,0
1628,0.15584415584415584
2598,0.05411255411255411
2342,0.08012422360248447
3989,0.06638655462184874
1936,0.11038961038961038
4003,0.06891766882516188
3897,0.02666666666666667
57,0.023809523809523808
4383,0.09143763213530655
428,0.09601449275362318
4654,0.03636363636363636
1566,0.07916666666666666
58,0.12677304964539007
347,0.09716599190283401
5844,0.01269910644910645
6147,0.08333333333333333
4066,0.09483937115516063
6270,0.12019566736547868
4449,0.0989430416911333
2298,0.043358395989974936
6502,0.0959848423768443
3471,0.07792207792207792
6004,0.09178743961352658
251,0.0464213631423692
5847,0.06091072849901554
6516,0.09551820728291316
2310,0.13636363636363635
3542,0.09460105112279026
3712,0.11137231854246253
2731,0.042702702702702704
4613,0.06256530825496343
3745,0.09294871794871795
4107,0.11460126219162364
4810,0.12425404944586531
59,0.03896103896103896
3699,0.0482560917343526
899,0.05295566502463054
5857,0.059869375907111756
2529,0.12540045766590388
2491,0.07135306553911205
1932,0.16176470588235295
5184,0.04122448979591837
3250,0.024893314366998577
1483,0.04093567251461988
331,0.049206349206349205
3859,0.09806763285024155
229,0.09407665505226481
1154,0.044563279857397504
830,0.0367965367965368
2311,0.06892230576441102
2640,0.08397435897435897
2240,0.07551020408163266
2979,0.06324110671936758
2918,0.059770114942528735
344,0.14545454545454545
84,0.05714285714285714
60,0.25555555555555554
962,0.09655172413793103
5919,0.03804824561403509
61,0.09090909090909091
3022,0.07065217391304347
1165,0.05808080808080808
3467,0.1817204301075269
