node,PageRank
1072,5.0104282501849116e-05
5811,0.00016587784136336544
4698,6.360349854058457e-05
259,4.63025637455517e-05
5955,0.00035254412182608664
853,9.480486579620526e-05
3158,0.00010715048039663961
6404,0.0005218156695479646
2318,5.9987081388738936e-05
1263,7.991979707075261e-05
3947,9.87994124401811e-05
4150,4.8392248818025964e-05
5548,0.00047300266027044925
675,4.691070119502204e-05
4956,7.995744840877701e-05
1900,4.813409939147425e-05
4339,0.00010745453224301455
4651,8.609529069285086e-05
5974,0.0002399937427844653
4216,0.000137683771420096
2623,6.380744565181808e-05
687,4.63025637455517e-05
5156,0.0002713334482504417
3558,0.00011132518194812838
4714,0.000151494704633576
2753,9.131499394596327e-05
3969,7.790836543725001e-05
4345,6.331163293722225e-05
1913,5.3339033469219e-05
3856,8.327983162312762e-05
2762,0.0001294086823550956
3497,0.0006293698958936935
2345,6.226431120290668e-05
1919,4.786354082264658e-05
255,5.1078299885104536e-05
4489,0.00011537147814914496
2360,5.8622145059585744e-05
4727,7.899852459566245e-05
3983,8.308679111931365e-05
5586,0.0003206656753291053
3573,6.772960382341496e-05
3727,0.00010324451780632076
5182,0.00035357352304303123
4361,0.0005842438391891146
1935,4.955762428229119e-05
3515,5.142188523015558e-05
1940,5.287457163943034e-05
355,5.781960739654079e-05
3585,7.837885486438206e-05
1140,4.73345854179383e-05
1944,0.00010530971201440832
4658,8.07634649362037e-05
6359,0.00024014297323656942
4002,0.00012686309192476284
1551,6.11197018376857e-05
4381,8.272903005971316e-05
5701,0.00016757503369252004
3219,6.0734116235408605e-05
5612,0.0001541989066443656
6190,0.0005097447184145411
3418,0.00014953620442214425
1429,7.350469077745067e-05
4758,8.826825880678198e-05
3611,5.996560326882789e-05
1568,7.670327800221532e-05
3614,9.802514619406591e-05
4761,0.0001380256827604499
1163,6.405267123661394e-05
5219,0.00020258630610362147
6013,0.0005927751527502413
197,0.0002482161409714503
4023,0.00011788169659360294
4024,0.00012160199648912839
5629,0.00013423540589287562
5631,4.888385178451836e-05
4400,0.00025779489168997576
6498,0.00039001429163669
3626,0.00010783544591600703
5229,6.34173584891024e-05
3236,8.815076646729663e-05
358,4.6905451875111086e-05
5250,0.0002839268871952557
4784,0.00021969245166232712
4032,8.598284350603368e-05
2409,7.032041318400213e-05
1998,0.0002565662661764765
6520,0.001308713988689076
2418,0.00015835786234053196
5861,0.0005555312134305732
4420,0.00012161173801069119
770,4.702147251268628e-05
3948,0.0017762386409555374
2422,5.0563882186982845e-05
3747,6.446197244579437e-05
2424,4.952159169675984e-05
6070,0.00040731222729341684
5590,0.0003682006728670282
6415,0.0005317612412378481
6265,0.00021900153458764816
2015,6.381427084639808e-05
4778,0.00013159115416623254
5670,0.00022372824781069693
6542,0.01264591107201711
2026,7.455992566474245e-05
39,4.6217051877126125e-05
292,8.714431239793013e-05
40,4.6217051877126125e-05
2442,9.975190524403693e-05
6208,5.0267480439660743e-05
2993,0.00021392213896622705
3461,0.00010956851541848456
4410,0.0006020620245447155
640,5.034102871813182e-05
4818,7.14818518893323e-05
2703,6.262119878798057e-05
3330,8.23971175006234e-05
6276,0.004908577183723002
705,5.58253349314223e-05
1625,5.6503454385686965e-05
5232,0.00018366154687201756
3749,6.855762268069307e-05
2570,0.00022426146941153944
4640,0.00026830319544785485
1681,0.0002928825985062936
1638,4.919863970847489e-05
2990,0.00011367829714784485
923,0.00020966354728590086
480,4.697496119186368e-05
519,5.094603552164195e-05
281,5.056043409176593e-05
1079,6.469645612555483e-05
2647,0.0001598361315238824
718,4.7835018695420766e-05
2649,7.457948085883416e-05
5479,0.00031652324519045207
5915,0.000585462333401584
4168,5.450743156400725e-05
2912,6.259615935862525e-05
2079,4.9787981896363434e-05
418,5.000257673907346e-05
42,4.6217051877126125e-05
3672,7.520094875854289e-05
1142,5.16346947802549e-05
43,4.6217051877126125e-05
5199,0.000526184494267386
44,4.6217051877126125e-05
2048,8.484771439562327e-05
5107,0.00037629951419925904
5387,0.00023366989692858315
2393,7.048679712679715e-05
4,4.6217051877126125e-05
5549,0.00013127216746748743
3157,0.00018313353473598936
4957,0.00014697344700856791
4544,0.000824628166934727
171,4.715768242980738e-05
5077,0.0001914993602326033
5744,0.0005080959621942764
4497,8.420082912061471e-05
3458,9.33512162335061e-05
76,4.715768242980738e-05
2355,9.257354242238413e-05
4820,0.00016285506737899566
